RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,savings,,,,interest,,
1355,15683403,Lombardi,611,Spain,Male,52,7,0,1,0,1,73585.18,1,-73585.18,73585.18,3679.259,69905.921,36792.59,-36792.59,-1839.6295
1356,15615029,Munro,734,Spain,Male,39,6,0,1,1,1,95135.27,0,-95135.27,95135.27,4756.7635,90378.5065,47567.635,-47567.635,-2378.38175
1357,15769005,Hayward,709,France,Male,49,4,154344.49,2,1,1,38794.57,0,115549.92,-115549.92,1939.7285,-117489.6485,19397.285,134947.205,6747.36025
1358,15746326,Fields,591,France,Male,43,3,0,2,0,1,198926.36,0,-198926.36,198926.36,9946.318,188980.042,99463.18,-99463.18,-4973.159
1359,15722364,Onwumelu,664,France,Male,43,9,189026.53,2,1,1,56099.86,0,132926.67,-132926.67,2804.993,-135731.663,28049.93,160976.6,8048.83
1360,15704954,Suffolk,431,France,Male,37,0,120764.08,1,1,1,117023.08,0,3741,-3741,5851.154,-9592.154,58511.54,62252.54,3112.627
1361,15694409,Tsao,647,Germany,Female,22,3,97975.82,2,0,1,62083,0,35892.82,-35892.82,3104.15,-38996.97,31041.5,66934.32,3346.716
1362,15754068,Judd,578,France,Male,32,4,0,2,1,1,141822.8,0,-141822.8,141822.8,7091.14,134731.66,70911.4,-70911.4,-3545.57
1363,15683841,Hamilton,555,Germany,Male,41,10,113270.2,2,1,1,185387.14,0,-72116.94,72116.94,9269.357,62847.583,92693.57,20576.63,1028.8315
1364,15789095,T'ang,775,Spain,Male,30,4,0,2,0,1,57461.13,0,-57461.13,57461.13,2873.0565,54588.0735,28730.565,-28730.565,-1436.52825
1365,15719958,Degtyarev,850,Germany,Male,39,3,124548.99,2,1,1,120380.12,0,4168.87,-4168.87,6019.006,-10187.876,60190.06,64358.93,3217.9465
1366,15689514,Kang,625,France,Male,43,8,201696.07,1,1,0,133020.9,1,68675.17,-68675.17,6651.045,-75326.215,66510.45,135185.62,6759.281
1367,15621353,Hudson,645,Spain,Female,37,7,0,2,1,0,13589.93,0,-13589.93,13589.93,679.4965,12910.4335,6794.965,-6794.965,-339.74825
1368,15627232,Jibunoh,608,Germany,Male,44,7,114203.47,1,1,1,77830.36,1,36373.11,-36373.11,3891.518,-40264.628,38915.18,75288.29,3764.4145
1369,15745843,Kinlaw,689,Spain,Female,31,4,0,2,1,1,136610.02,0,-136610.02,136610.02,6830.501,129779.519,68305.01,-68305.01,-3415.2505
1370,15722902,Chizuoke,652,Germany,Male,50,8,125437.64,1,1,1,17160.94,1,108276.7,-108276.7,858.047,-109134.747,8580.47,116857.17,5842.8585
1371,15791767,Lucciano,769,France,Female,26,7,0,2,1,0,176843.53,0,-176843.53,176843.53,8842.1765,168001.3535,88421.765,-88421.765,-4421.08825
1372,15792722,Omeokachie,611,France,Female,43,8,64897.75,1,1,0,114996.33,0,-50098.58,50098.58,5749.8165,44348.7635,57498.165,7399.585,369.97925
1373,15723006,Gorbunova,489,France,Male,38,8,0,2,0,1,196990.79,0,-196990.79,196990.79,9849.5395,187141.2505,98495.395,-98495.395,-4924.76975
1374,15771942,Tikhonov,528,Germany,Female,46,9,135555.66,1,1,0,133146.03,1,2409.63,-2409.63,6657.3015,-9066.9315,66573.015,68982.645,3449.13225
1375,15774738,Campa,632,France,Male,44,3,107764.75,1,1,0,185667.72,0,-77902.97,77902.97,9283.386,68619.584,92833.86,14930.89,746.5445
1376,15574004,Mancini,429,France,Female,27,6,117307.44,2,1,1,24020.49,0,93286.95,-93286.95,1201.0245,-94487.9745,12010.245,105297.195,5264.85975
1377,15587233,Donoghue,457,France,Male,41,8,73700.12,3,1,1,185750.02,1,-112049.9,112049.9,9287.501,102762.399,92875.01,-19174.89,-958.7445
1378,15808228,Tuan,768,Spain,Female,44,6,60603.4,1,1,1,178045.97,0,-117442.57,117442.57,8902.2985,108540.2715,89022.985,-28419.585,-1420.97925
1379,15682834,Johnstone,715,Spain,Female,35,4,40169.88,2,1,1,199857.47,0,-159687.59,159687.59,9992.8735,149694.7165,99928.735,-59758.855,-2987.94275
1380,15571752,Romani,668,Germany,Female,32,10,92041.87,1,1,1,43595.9,0,48445.97,-48445.97,2179.795,-50625.765,21797.95,70243.92,3512.196
1381,15743067,Fuller,625,Germany,Male,26,3,130483.95,1,1,0,122810.53,0,7673.42,-7673.42,6140.5265,-13813.9465,61405.265,69078.685,3453.93425
1382,15714466,Baxter,846,France,Female,41,5,0,3,1,0,3440.47,1,-3440.47,3440.47,172.0235,3268.4465,1720.235,-1720.235,-86.01175
1383,15617982,Pirozzi,661,Spain,Female,42,3,0,2,1,0,35989.41,0,-35989.41,35989.41,1799.4705,34189.9395,17994.705,-17994.705,-899.73525
1384,15696637,Sung,571,France,Female,23,10,151097.28,1,0,1,17163.75,0,133933.53,-133933.53,858.1875,-134791.7175,8581.875,142515.405,7125.77025
1385,15690647,Rogers,582,Spain,Female,46,8,67563.31,1,1,0,44506.09,1,23057.22,-23057.22,2225.3045,-25282.5245,22253.045,45310.265,2265.51325
1386,15672756,Mills,716,France,Female,35,8,112808.18,1,0,1,17848.3,0,94959.88,-94959.88,892.415,-95852.295,8924.15,103884.03,5194.2015
1387,15704586,Osonduagwuike,758,France,Female,42,7,0,2,0,1,76209.56,0,-76209.56,76209.56,3810.478,72399.082,38104.78,-38104.78,-1905.239
1388,15674526,Byrne,725,France,Male,66,4,86459.8,1,1,1,141476.56,0,-55016.76,55016.76,7073.828,47942.932,70738.28,15721.52,786.076
1389,15775295,McIntyre,630,France,Female,40,0,118633.08,1,0,1,60032.46,1,58600.62,-58600.62,3001.623,-61602.243,30016.23,88616.85,4430.8425
1390,15684196,Aitken,627,France,Female,55,2,159441.27,1,1,0,100686.11,1,58755.16,-58755.16,5034.3055,-63789.4655,50343.055,109098.215,5454.91075
1391,15727281,Macintyre,653,France,Female,27,9,0,2,1,0,96429.29,0,-96429.29,96429.29,4821.4645,91607.8255,48214.645,-48214.645,-2410.73225
1392,15787835,Simpson,775,Germany,Female,38,4,125212.65,2,1,1,15795.88,1,109416.77,-109416.77,789.794,-110206.564,7897.94,117314.71,5865.7355
1393,15730540,Simpson,794,Spain,Male,45,8,88656.37,2,1,0,116547.31,0,-27890.94,27890.94,5827.3655,22063.5745,58273.655,30382.715,1519.13575
1394,15646276,Metcalfe,831,France,Female,32,2,146033.62,1,1,0,191260.74,0,-45227.12,45227.12,9563.037,35664.083,95630.37,50403.25,2520.1625
1395,15582180,Lees,561,France,Male,29,9,120268.13,1,1,1,173870.39,0,-53602.26,53602.26,8693.5195,44908.7405,86935.195,33332.935,1666.64675
1396,15697095,Zetticci,705,Spain,Male,46,7,0,2,1,0,117273.35,0,-117273.35,117273.35,5863.6675,111409.6825,58636.675,-58636.675,-2931.83375
1397,15748797,Dale,636,Spain,Female,33,0,0,1,1,0,92277.47,1,-92277.47,92277.47,4613.8735,87663.5965,46138.735,-46138.735,-2306.93675
1398,15754796,Byrne,487,Germany,Female,46,4,135070.58,2,1,1,44244.49,1,90826.09,-90826.09,2212.2245,-93038.3145,22122.245,112948.335,5647.41675
1399,15628947,Praed,693,France,Female,38,3,0,2,0,0,78133.48,1,-78133.48,78133.48,3906.674,74226.806,39066.74,-39066.74,-1953.337
1400,15775546,Laurens,517,Spain,Female,29,5,0,2,1,0,103402.88,0,-103402.88,103402.88,5170.144,98232.736,51701.44,-51701.44,-2585.072
1401,15670481,Woods,684,France,Female,27,9,122550.05,2,0,1,137835.82,0,-15285.77,15285.77,6891.791,8393.979,68917.91,53632.14,2681.607
1402,15619029,Bykov,620,Spain,Female,43,2,0,2,1,0,20670.1,0,-20670.1,20670.1,1033.505,19636.595,10335.05,-10335.05,-516.7525
1403,15613282,Vorobyova,757,France,Male,29,8,130306.49,1,1,0,77469.38,0,52837.11,-52837.11,3873.469,-56710.579,38734.69,91571.8,4578.59
1404,15721487,Pirogova,739,France,Female,27,6,0,1,1,1,57572.38,0,-57572.38,57572.38,2878.619,54693.761,28786.19,-28786.19,-1439.3095
1405,15797276,Sturt,662,Spain,Female,41,4,90350.77,1,1,0,75884.65,1,14466.12,-14466.12,3794.2325,-18260.3525,37942.325,52408.445,2620.42225
1406,15612494,Panicucci,359,France,Female,44,6,128747.69,1,1,0,146955.71,1,-18208.02,18208.02,7347.7855,10860.2345,73477.855,55269.835,2763.49175
1407,15629617,Cook,572,Spain,Male,23,2,126873.52,1,0,1,67040.12,0,59833.4,-59833.4,3352.006,-63185.406,33520.06,93353.46,4667.673
1408,15600821,Hardy,721,France,Male,69,2,108424.19,1,1,1,178418.35,0,-69994.16,69994.16,8920.9175,61073.2425,89209.175,19215.015,960.75075
1409,15579062,Chu,707,France,Male,32,9,0,2,0,0,30807.02,0,-30807.02,30807.02,1540.351,29266.669,15403.51,-15403.51,-770.1755
1410,15814268,Franklin,444,France,Female,40,5,84350.07,1,1,0,143835.76,0,-59485.69,59485.69,7191.788,52293.902,71917.88,12432.19,621.6095
1411,15710164,P'eng,523,France,Female,73,7,0,2,0,0,130883.9,1,-130883.9,130883.9,6544.195,124339.705,65441.95,-65441.95,-3272.0975
1412,15693904,Chiang,685,Germany,Female,30,4,84958.6,2,0,1,194343.72,0,-109385.12,109385.12,9717.186,99667.934,97171.86,-12213.26,-610.663
1413,15588986,Grant,673,Germany,Female,29,4,99097.36,1,1,1,9796.69,0,89300.67,-89300.67,489.8345,-89790.5045,4898.345,94199.015,4709.95075
1414,15797733,Udobata,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0,89312.31,-89312.31,2365.512,-91677.822,23655.12,112967.43,5648.3715
1415,15620507,Siciliani,485,Germany,Female,30,5,156771.68,1,1,1,141148.21,0,15623.47,-15623.47,7057.4105,-22680.8805,70574.105,86197.575,4309.87875
1416,15685150,Evans,799,Germany,Male,28,7,167658.33,2,1,1,111138.25,0,56520.08,-56520.08,5556.9125,-62076.9925,55569.125,112089.205,5604.46025
1417,15667651,Young,585,Spain,Female,33,8,0,2,1,0,114182.07,0,-114182.07,114182.07,5709.1035,108472.9665,57091.035,-57091.035,-2854.55175
1418,15774166,Mitchell,607,Germany,Female,24,2,109483.54,2,0,1,127560.77,0,-18077.23,18077.23,6378.0385,11699.1915,63780.385,45703.155,2285.15775
1419,15649280,Lucchese,521,Germany,Female,40,9,134504.78,1,1,0,18082.06,0,116422.72,-116422.72,904.103,-117326.823,9041.03,125463.75,6273.1875
1420,15705657,Hewitt,535,France,Female,44,2,114427.86,1,1,1,136330.26,0,-21902.4,21902.4,6816.513,15085.887,68165.13,46262.73,2313.1365
1421,15753969,K'ung,724,Spain,Male,45,5,83888.54,1,0,1,34121.81,0,49766.73,-49766.73,1706.0905,-51472.8205,17060.905,66827.635,3341.38175
1422,15742378,Swaim,520,Germany,Male,32,5,110029.77,1,1,0,56246.69,0,53783.08,-53783.08,2812.3345,-56595.4145,28123.345,81906.425,4095.32125
1423,15794874,Quinones,696,Spain,Male,41,9,127523.75,1,0,1,191417.42,0,-63893.67,63893.67,9570.871,54322.799,95708.71,31815.04,1590.752
1424,15589221,Kennedy,657,Germany,Male,30,1,139762.13,2,1,1,23317.88,0,116444.25,-116444.25,1165.894,-117610.144,11658.94,128103.19,6405.1595
1425,15596671,Endrizzi,603,Spain,Female,42,8,91611.12,1,0,0,144675.3,1,-53064.18,53064.18,7233.765,45830.415,72337.65,19273.47,963.6735
1426,15583668,Ludowici,726,France,Female,42,2,109471.79,1,0,1,175161.05,0,-65689.26,65689.26,8758.0525,56931.2075,87580.525,21891.265,1094.56325
1427,15710206,Larson,591,France,Female,39,4,150500.64,1,1,0,14928.8,0,135571.84,-135571.84,746.44,-136318.28,7464.4,143036.24,7151.812
1428,15799966,Chigolum,792,Germany,Female,59,9,101609.77,1,0,0,161479.19,1,-59869.42,59869.42,8073.9595,51795.4605,80739.595,20870.175,1043.50875
1429,15794560,Maclean,550,France,Male,57,5,0,1,1,1,133501.94,0,-133501.94,133501.94,6675.097,126826.843,66750.97,-66750.97,-3337.5485
1430,15626485,Lu,601,France,Female,26,8,78892.23,1,1,1,23703.52,0,55188.71,-55188.71,1185.176,-56373.886,11851.76,67040.47,3352.0235
1431,15703143,Tuan,820,France,Female,29,3,82344.84,1,0,1,115985.38,0,-33640.54,33640.54,5799.269,27841.271,57992.69,24352.15,1217.6075
1432,15809772,Glover,667,France,Male,48,2,0,1,1,0,43229.2,0,-43229.2,43229.2,2161.46,41067.74,21614.6,-21614.6,-1080.73
1433,15687959,Landman,573,Spain,Female,44,4,0,1,1,1,94862.93,0,-94862.93,94862.93,4743.1465,90119.7835,47431.465,-47431.465,-2371.57325
1434,15585282,Trevisano,755,France,Male,62,1,127706.33,2,0,1,142377.69,0,-14671.36,14671.36,7118.8845,7552.4755,71188.845,56517.485,2825.87425
1435,15714993,Longo,552,France,Female,41,9,124349.34,1,1,0,135635.25,0,-11285.91,11285.91,6781.7625,4504.1475,67817.625,56531.715,2826.58575
1436,15596021,K?,598,Spain,Male,44,8,0,2,1,0,148487.9,0,-148487.9,148487.9,7424.395,141063.505,74243.95,-74243.95,-3712.1975
1437,15646615,Muir,576,Germany,Male,28,1,119336.29,2,0,1,58976.85,0,60359.44,-60359.44,2948.8425,-63308.2825,29488.425,89847.865,4492.39325
1438,15742632,Alexeyeva,670,France,Female,31,9,0,1,0,1,76254.83,0,-76254.83,76254.83,3812.7415,72442.0885,38127.415,-38127.415,-1906.37075
1439,15574068,Norman,504,Germany,Male,56,9,104217.3,1,0,0,55857.48,1,48359.82,-48359.82,2792.874,-51152.694,27928.74,76288.56,3814.428
1440,15806967,Simmons,778,France,Female,65,7,0,1,1,1,77867.23,0,-77867.23,77867.23,3893.3615,73973.8685,38933.615,-38933.615,-1946.68075
1441,15796334,Chukwualuka,558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1,121878.86,-121878.86,1143.908,-123022.768,11439.08,133317.94,6665.897
1442,15688713,McCall,627,Spain,Male,44,6,0,1,1,1,114469.55,0,-114469.55,114469.55,5723.4775,108746.0725,57234.775,-57234.775,-2861.73875
1443,15796179,Moore,683,France,Male,43,8,0,1,1,0,96754.8,0,-96754.8,96754.8,4837.74,91917.06,48377.4,-48377.4,-2418.87
1444,15598751,Ingram,556,France,Female,43,6,0,3,0,0,125154.57,1,-125154.57,125154.57,6257.7285,118896.8415,62577.285,-62577.285,-3128.86425
1445,15703019,Okeke,583,France,Female,38,10,0,2,0,1,113597.64,0,-113597.64,113597.64,5679.882,107917.758,56798.82,-56798.82,-2839.941
1446,15646302,Shao,705,France,Female,24,7,100169.51,1,1,0,121408.55,0,-21239.04,21239.04,6070.4275,15168.6125,60704.275,39465.235,1973.26175
1447,15680855,Iloabuchi,637,France,Male,33,2,145731.83,1,0,1,109219.43,0,36512.4,-36512.4,5460.9715,-41973.3715,54609.715,91122.115,4556.10575
1448,15697311,Nebechukwu,697,Spain,Male,56,5,110802.03,1,1,1,50230.31,1,60571.72,-60571.72,2511.5155,-63083.2355,25115.155,85686.875,4284.34375
1449,15585367,Diribe,555,Germany,Female,46,4,120392.99,1,1,0,177719.88,1,-57326.89,57326.89,8885.994,48440.896,88859.94,31533.05,1576.6525
1450,15726556,Macgroarty,594,Germany,Female,26,6,135067.52,2,0,0,131211.86,0,3855.66,-3855.66,6560.593,-10416.253,65605.93,69461.59,3473.0795
1451,15676242,Artemova,632,Spain,Male,31,3,136556.44,1,1,0,82152.83,1,54403.61,-54403.61,4107.6415,-58511.2515,41076.415,95480.025,4774.00125
1452,15684198,McDonald,551,France,Female,38,10,0,2,1,1,216.27,0,-216.27,216.27,10.8135,205.4565,108.135,-108.135,-5.40675
1453,15774882,Mazzanti,687,France,Female,35,3,99587.43,1,1,1,1713.1,1,97874.33,-97874.33,85.655,-97959.985,856.55,98730.88,4936.544
1454,15714227,Kelly,672,France,Female,53,7,0,1,1,1,136910.18,0,-136910.18,136910.18,6845.509,130064.671,68455.09,-68455.09,-3422.7545
1455,15608653,Davison,521,Spain,Female,34,7,70731.07,1,1,1,20243.97,1,50487.1,-50487.1,1012.1985,-51499.2985,10121.985,60609.085,3030.45425
1456,15784280,Reilly,686,Germany,Male,35,2,109342.82,2,0,1,86043.27,0,23299.55,-23299.55,4302.1635,-27601.7135,43021.635,66321.185,3316.05925
1457,15789546,Ojiofor,639,Spain,Male,28,8,0,2,1,0,126561.07,0,-126561.07,126561.07,6328.0535,120233.0165,63280.535,-63280.535,-3164.02675
1458,15590320,Shelton,850,France,Male,66,4,0,2,0,1,64350.8,0,-64350.8,64350.8,3217.54,61133.26,32175.4,-32175.4,-1608.77
1459,15678385,Lange,465,France,Male,25,2,78247.31,2,1,1,10472.31,0,67775,-67775,523.6155,-68298.6155,5236.155,73011.155,3650.55775
1460,15571778,Trentini,817,France,Female,55,10,117561.49,1,1,0,95941.55,1,21619.94,-21619.94,4797.0775,-26417.0175,47970.775,69590.715,3479.53575
1461,15657085,Gardiner,578,France,Male,23,10,88980.32,1,1,1,125222.36,0,-36242.04,36242.04,6261.118,29980.922,62611.18,26369.14,1318.457
1462,15640627,Wan,611,Spain,Male,34,4,0,2,1,0,170950.58,0,-170950.58,170950.58,8547.529,162403.051,85475.29,-85475.29,-4273.7645
1463,15566211,Hsu,616,Germany,Female,41,1,103560.57,1,1,0,236.45,1,103324.12,-103324.12,11.8225,-103335.9425,118.225,103442.345,5172.11725
1464,15669293,Hovell,517,France,Male,37,5,113308.84,1,0,1,31517.16,0,81791.68,-81791.68,1575.858,-83367.538,15758.58,97550.26,4877.513
1465,15595067,Zhirov,637,Spain,Female,40,6,0,2,1,1,181610.6,0,-181610.6,181610.6,9080.53,172530.07,90805.3,-90805.3,-4540.265
1466,15753566,Espinosa,806,France,Female,32,3,63763.49,1,1,0,156593.09,0,-92829.6,92829.6,7829.6545,84999.9455,78296.545,-14533.055,-726.65275
1467,15650391,Wallace,633,France,Female,29,7,169988.35,1,1,0,4272,0,165716.35,-165716.35,213.6,-165929.95,2136,167852.35,8392.6175
1468,15681843,Barbour,624,Germany,Female,35,0,180303.24,2,1,0,163587.9,0,16715.34,-16715.34,8179.395,-24894.735,81793.95,98509.29,4925.4645
1469,15814846,Ozerova,691,France,Male,52,3,0,1,1,0,175843.68,1,-175843.68,175843.68,8792.184,167051.496,87921.84,-87921.84,-4396.092
1470,15670374,Wright,819,Germany,Female,49,1,120656.86,4,0,0,166164.3,1,-45507.44,45507.44,8308.215,37199.225,83082.15,37574.71,1878.7355
1471,15762332,Ulyanova,568,Germany,Female,31,1,61592.14,2,1,1,61796.64,0,-204.5,204.5,3089.832,-2885.332,30898.32,30693.82,1534.691
1472,15700223,Steiner,806,France,Male,48,4,164701.68,1,1,1,21439.49,0,143262.19,-143262.19,1071.9745,-144334.1645,10719.745,153981.935,7699.09675
1473,15729956,Akabueze,726,Spain,Female,26,1,80780.16,1,1,1,19225.85,0,61554.31,-61554.31,961.2925,-62515.6025,9612.925,71167.235,3558.36175
1474,15594862,Aleksandrova,552,France,Male,36,8,0,2,0,0,132547.02,0,-132547.02,132547.02,6627.351,125919.669,66273.51,-66273.51,-3313.6755
1475,15598782,Pinto,755,Germany,Female,30,6,154221.37,2,0,1,62688.55,0,91532.82,-91532.82,3134.4275,-94667.2475,31344.275,122877.095,6143.85475
1476,15745080,Griffiths,634,France,Male,26,8,0,1,1,0,21760.96,0,-21760.96,21760.96,1088.048,20672.912,10880.48,-10880.48,-544.024
1477,15703399,McNeil,756,France,Female,26,5,101641.14,2,0,1,154460.68,0,-52819.54,52819.54,7723.034,45096.506,77230.34,24410.8,1220.54
1478,15732175,Bruno,776,France,Male,37,2,0,1,0,1,8065,0,-8065,8065,403.25,7661.75,4032.5,-4032.5,-201.625
1479,15630725,Johnson,649,France,Female,45,5,92786.66,1,1,0,173365.9,1,-80579.24,80579.24,8668.295,71910.945,86682.95,6103.71,305.1855
1480,15640260,Okorie,595,Germany,Male,32,8,131081.66,2,1,1,69428.79,0,61652.87,-61652.87,3471.4395,-65124.3095,34714.395,96367.265,4818.36325
1481,15716822,Moen,646,France,Male,30,5,98014.74,1,1,1,12757.14,0,85257.6,-85257.6,637.857,-85895.457,6378.57,91636.17,4581.8085
1482,15583748,McGuigan,592,Spain,Male,38,8,0,2,1,0,180426.2,0,-180426.2,180426.2,9021.31,171404.89,90213.1,-90213.1,-4510.655
1483,15605968,Fancher,574,France,Male,26,8,97460.1,1,1,1,43093.67,0,54366.43,-54366.43,2154.6835,-56521.1135,21546.835,75913.265,3795.66325
1484,15790683,Matthews,850,France,Male,36,1,104077.19,2,0,1,68594,0,35483.19,-35483.19,3429.7,-38912.89,34297,69780.19,3489.0095
1485,15607713,Kaeppel,850,Spain,Female,29,1,0,2,1,1,197996.65,0,-197996.65,197996.65,9899.8325,188096.8175,98998.325,-98998.325,-4949.91625
1486,15700212,Shih,475,France,Female,46,10,0,2,0,0,122953,1,-122953,122953,6147.65,116805.35,61476.5,-61476.5,-3073.825
1487,15626710,Yudina,642,France,Female,39,4,0,1,1,1,76821.24,0,-76821.24,76821.24,3841.062,72980.178,38410.62,-38410.62,-1920.531
1488,15716491,Akabueze,710,Spain,Female,51,4,93656.95,1,0,1,141400.51,1,-47743.56,47743.56,7070.0255,40673.5345,70700.255,22956.695,1147.83475
1489,15625824,Kornilova,596,Spain,Male,30,6,121345.88,4,1,0,41921.75,1,79424.13,-79424.13,2096.0875,-81520.2175,20960.875,100385.005,5019.25025
1490,15617705,Ozioma,609,France,Female,39,8,141675.23,1,0,1,175664.25,0,-33989.02,33989.02,8783.2125,25205.8075,87832.125,53843.105,2692.15525
1491,15761976,Su,797,Spain,Female,31,8,0,2,1,0,117916.63,0,-117916.63,117916.63,5895.8315,112020.7985,58958.315,-58958.315,-2947.91575
1492,15634891,Jamison,504,Germany,Female,43,7,102365.49,1,1,0,194690.77,1,-92325.28,92325.28,9734.5385,82590.7415,97345.385,5020.105,251.00525
1493,15744517,Esposito,735,Spain,Male,50,9,0,1,0,0,166677.35,1,-166677.35,166677.35,8333.8675,158343.4825,83338.675,-83338.675,-4166.93375
1494,15686963,Hardiman,680,Spain,Female,30,3,0,1,1,0,160131.58,0,-160131.58,160131.58,8006.579,152125.001,80065.79,-80065.79,-4003.2895
1495,15808189,Woodard,449,France,Male,52,6,0,2,0,1,123622,0,-123622,123622,6181.1,117440.9,61811,-61811,-3090.55
1496,15580845,Chienezie,685,Germany,Male,57,7,101868.51,1,0,1,113483.96,0,-11615.45,11615.45,5674.198,5941.252,56741.98,45126.53,2256.3265
1497,15799156,Okwuadigbo,569,Spain,Male,38,8,0,2,0,0,79618.79,0,-79618.79,79618.79,3980.9395,75637.8505,39809.395,-39809.395,-1990.46975
1498,15694296,Chineze,631,France,Male,35,9,112392.45,2,1,0,24472.23,0,87920.22,-87920.22,1223.6115,-89143.8315,12236.115,100156.335,5007.81675
1499,15677049,O'Brien,595,Germany,Female,25,7,106570.34,2,0,1,177025.79,0,-70455.45,70455.45,8851.2895,61604.1605,88512.895,18057.445,902.87225
1500,15583595,Tao,461,France,Female,28,8,0,1,1,1,103349.74,0,-103349.74,103349.74,5167.487,98182.253,51674.87,-51674.87,-2583.7435
1501,15590146,Mao,630,France,Male,50,1,81947.76,1,0,1,63606.22,1,18341.54,-18341.54,3180.311,-21521.851,31803.11,50144.65,2507.2325
1502,15801548,Buckland,661,France,Female,31,7,144162.3,2,1,1,14490.79,0,129671.51,-129671.51,724.5395,-130396.0495,7245.395,136916.905,6845.84525
1503,15660833,Flannery,796,Germany,Male,39,5,86350.87,2,0,0,105080.53,0,-18729.66,18729.66,5254.0265,13475.6335,52540.265,33810.605,1690.53025
1504,15762277,Jamieson,710,France,Male,47,5,158623.14,1,0,0,83499.89,1,75123.25,-75123.25,4174.9945,-79298.2445,41749.945,116873.195,5843.65975
1505,15791302,Swift,741,France,Male,32,8,0,2,1,0,143598.7,0,-143598.7,143598.7,7179.935,136418.765,71799.35,-71799.35,-3589.9675
1506,15798975,Doherty,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1,96311.65,-96311.65,1804.5955,-98116.2455,18045.955,114357.605,5717.88025
1507,15599956,Payne,747,France,Male,27,10,0,2,0,0,13007.89,0,-13007.89,13007.89,650.3945,12357.4955,6503.945,-6503.945,-325.19725
1508,15577274,Genovese,549,Germany,Female,43,3,134985.66,1,1,0,6101.41,0,128884.25,-128884.25,305.0705,-129189.3205,3050.705,131934.955,6596.74775
